flight_number,airline,flight_date,direction,scheduled_time_local,scheduled_time_utc,actual_time_local,actual_time_utc,status,is_cancelled,origin_icao,origin_iata,destination_icao,destination_iata,aircraft_model,aircraft_reg,relevant_timestamp,actual_temp_c,actual_wind_speed_kmh,actual_wind_gusts_kmh,actual_precipitation_mm,actual_snowfall_cm,actual_visibility_m,actual_cloud_cover_pct,actual_weather_code,forecast_temp_c,forecast_wind_speed_kmh,forecast_wind_gusts_kmh,forecast_precipitation_mm,forecast_snowfall_cm,forecast_visibility_m,forecast_cloud_cover_pct,forecast_weather_code,forecast_error_visibility_m,forecast_error_wind_kmh,forecast_error_snowfall_cm
AS 2132,Alaska,2025-06-19,Departure,2025-06-19 13:40-07:00,2025-06-19 20:40Z,2025-06-19 13:48-07:00,2025-06-19 20:48Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N651QX,2025-06-19T14:00:00,20.6,8.2,23.0,0.0,0.0,,95,3,,,,,,,,,,,
AS 2439,Alaska,2025-06-19,Departure,2025-06-19 19:23-07:00,2025-06-20 02:23Z,2025-06-19 19:57-07:00,2025-06-20 02:57Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N632QX,2025-06-19T19:00:00,18.5,6.8,22.3,0.0,0.0,,4,0,,,,,,,,,,,
AS 2152,Alaska,2025-06-19,Arrival,2025-06-19 13:03-07:00,2025-06-19 20:03Z,2025-06-19 12:47-07:00,2025-06-19 19:47Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N651QX,2025-06-19T13:00:00,20.0,8.3,23.0,0.0,0.0,,100,3,,,,,,,,,,,
AS 2438,Alaska,2025-06-19,Arrival,2025-06-19 18:43-07:00,2025-06-20 01:43Z,2025-06-19 18:37-07:00,2025-06-20 01:37Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N632QX,2025-06-19T19:00:00,18.5,6.8,22.3,0.0,0.0,,4,0,,,,,,,,,,,
AS 2364,Alaska,2025-06-19,Arrival,2025-06-20 00:09-07:00,2025-06-20 07:09Z,2025-06-19 23:45-07:00,2025-06-20 06:45Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N654QX,2025-06-20T00:00:00,14.0,4.3,6.1,0.0,0.0,,100,3,,,,,,,,,,,
AS 2067,Alaska,2025-06-20,Departure,2025-06-20 06:03-07:00,2025-06-20 13:03Z,2025-06-20 06:02-07:00,2025-06-20 13:02Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N654QX,2025-06-20T06:00:00,12.1,17.6,33.8,0.0,0.0,,100,3,,,,,,,,,,,
AS 2132,Alaska,2025-06-20,Departure,2025-06-20 13:40-07:00,2025-06-20 20:40Z,2025-06-20 14:50-07:00,2025-06-20 21:50Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N639QX,2025-06-20T14:00:00,16.9,21.7,44.6,0.0,0.0,,100,3,,,,,,,,,,,
AS 2439,Alaska,2025-06-20,Departure,2025-06-20 19:23-07:00,2025-06-21 02:23Z,2025-06-20 19:19-07:00,2025-06-21 02:19Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N644QX,2025-06-20T19:00:00,13.8,16.4,31.7,0.0,0.0,,100,3,,,,,,,,,,,
AS 2152,Alaska,2025-06-20,Arrival,2025-06-20 13:03-07:00,2025-06-20 20:03Z,2025-06-20 13:51-07:00,2025-06-20 20:51Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N639QX,2025-06-20T13:00:00,16.6,20.6,43.2,0.0,0.0,,100,3,,,,,,,,,,,
AS 2438,Alaska,2025-06-20,Arrival,2025-06-20 18:43-07:00,2025-06-21 01:43Z,2025-06-20 18:32-07:00,2025-06-21 01:32Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N644QX,2025-06-20T19:00:00,13.8,16.4,31.7,0.0,0.0,,100,3,,,,,,,,,,,
AS 2067,Alaska,2025-06-21,Departure,2025-06-21 06:03-07:00,2025-06-21 13:03Z,2025-06-21 06:07-07:00,2025-06-21 13:07Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N656QX,2025-06-21T06:00:00,8.2,15.7,30.2,0.0,0.0,,87,3,,,,,,,,,,,
AS 2132,Alaska,2025-06-21,Departure,2025-06-21 13:40-07:00,2025-06-21 20:40Z,2025-06-21 15:10-07:00,2025-06-21 22:10Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N637QX,2025-06-21T14:00:00,14.0,19.3,41.4,0.0,0.0,,100,3,,,,,,,,,,,
AS 2439,Alaska,2025-06-21,Departure,2025-06-21 19:23-07:00,2025-06-22 02:23Z,2025-06-21 19:19-07:00,2025-06-22 02:19Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N665QX,2025-06-21T19:00:00,13.1,8.5,20.9,0.0,0.0,,100,3,,,,,,,,,,,
AS 2364,Alaska,2025-06-21,Arrival,2025-06-21 00:09-07:00,2025-06-21 07:09Z,2025-06-21 00:05-07:00,2025-06-21 07:05Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N656QX,2025-06-21T00:00:00,9.5,19.7,36.4,0.0,0.0,,55,2,,,,,,,,,,,
AS 2152,Alaska,2025-06-21,Arrival,2025-06-21 13:03-07:00,2025-06-21 20:03Z,2025-06-21 14:11-07:00,2025-06-21 21:11Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N637QX,2025-06-21T13:00:00,13.4,19.6,42.5,0.0,0.0,,100,3,,,,,,,,,,,
AS 2438,Alaska,2025-06-21,Arrival,2025-06-21 18:43-07:00,2025-06-22 01:43Z,2025-06-21 18:31-07:00,2025-06-22 01:31Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N665QX,2025-06-21T19:00:00,13.1,8.5,20.9,0.0,0.0,,100,3,,,,,,,,,,,
AS 2364,Alaska,2025-06-21,Arrival,2025-06-22 00:09-07:00,2025-06-22 07:09Z,2025-06-21 23:57-07:00,2025-06-22 06:57Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N635QX,2025-06-22T00:00:00,9.7,6.8,12.6,0.7,0.0,,100,53,,,,,,,,,,,
AS 2067,Alaska,2025-06-22,Departure,2025-06-22 06:03-07:00,2025-06-22 13:03Z,2025-06-22 06:09-07:00,2025-06-22 13:09Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N635QX,2025-06-22T06:00:00,9.3,9.3,18.4,0.3,0.0,,100,51,,,,,,,,,,,
AS 2132,Alaska,2025-06-22,Departure,2025-06-22 13:40-07:00,2025-06-22 20:40Z,2025-06-22 14:08-07:00,2025-06-22 21:08Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N664QX,2025-06-22T14:00:00,16.9,9.5,25.6,0.0,0.0,,100,3,,,,,,,,,,,
AS 2439,Alaska,2025-06-22,Departure,2025-06-22 19:23-07:00,2025-06-23 02:23Z,2025-06-22 19:32-07:00,2025-06-23 02:32Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N637QX,2025-06-22T19:00:00,14.6,4.3,14.4,0.0,0.0,,100,3,,,,,,,,,,,
AS 2152,Alaska,2025-06-22,Arrival,2025-06-22 13:03-07:00,2025-06-22 20:03Z,2025-06-22 13:09-07:00,2025-06-22 20:09Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N664QX,2025-06-22T13:00:00,16.2,8.8,24.8,0.0,0.0,,99,3,,,,,,,,,,,
AS 2438,Alaska,2025-06-22,Arrival,2025-06-22 18:43-07:00,2025-06-23 01:43Z,2025-06-22 18:30-07:00,2025-06-23 01:30Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N637QX,2025-06-22T19:00:00,14.6,4.3,14.4,0.0,0.0,,100,3,,,,,,,,,,,
AS 2067,Alaska,2025-06-23,Departure,2025-06-23 06:03-07:00,2025-06-23 13:03Z,2025-06-23 06:08-07:00,2025-06-23 13:08Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N636QX,2025-06-23T06:00:00,12.3,7.6,15.8,0.0,0.0,,17,0,,,,,,,,,,,
AS 2132,Alaska,2025-06-23,Departure,2025-06-23 13:40-07:00,2025-06-23 20:40Z,2025-06-23 13:40-07:00,2025-06-23 20:40Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N631QX,2025-06-23T14:00:00,21.2,5.7,19.4,0.0,0.0,,98,3,,,,,,,,,,,
AS 2439,Alaska,2025-06-23,Departure,2025-06-23 19:23-07:00,2025-06-24 02:23Z,2025-06-23 19:27-07:00,2025-06-24 02:27Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N643QX,2025-06-23T19:00:00,18.2,6.8,11.2,0.0,0.0,,0,0,,,,,,,,,,,
AS 2364,Alaska,2025-06-23,Arrival,2025-06-23 00:09-07:00,2025-06-23 07:09Z,2025-06-23 01:15-07:00,2025-06-23 08:15Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N636QX,2025-06-23T00:00:00,12.3,13.9,27.7,0.0,0.0,,47,1,,,,,,,,,,,
AS 2152,Alaska,2025-06-23,Arrival,2025-06-23 13:03-07:00,2025-06-23 20:03Z,2025-06-23 12:54-07:00,2025-06-23 19:54Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N631QX,2025-06-23T13:00:00,20.8,5.8,24.1,0.0,0.0,,99,3,,,,,,,,,,,
AS 2438,Alaska,2025-06-23,Arrival,2025-06-23 18:43-07:00,2025-06-24 01:43Z,2025-06-23 18:38-07:00,2025-06-24 01:38Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N643QX,2025-06-23T19:00:00,18.2,6.8,11.2,0.0,0.0,,0,0,,,,,,,,,,,
AS 2364,Alaska,2025-06-23,Arrival,2025-06-24 00:09-07:00,2025-06-24 07:09Z,2025-06-23 23:44-07:00,2025-06-24 06:44Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N638QX,2025-06-24T00:00:00,14.6,14.9,25.9,0.0,0.0,,0,0,,,,,,,,,,,
AS 2067,Alaska,2025-06-24,Departure,2025-06-24 06:03-07:00,2025-06-24 13:03Z,2025-06-24 06:06-07:00,2025-06-24 13:06Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N638QX,2025-06-24T06:00:00,14.9,18.2,32.4,0.0,0.0,,32,1,,,,,,,,,,,
AS 2132,Alaska,2025-06-24,Departure,2025-06-24 13:40-07:00,2025-06-24 20:40Z,2025-06-24 14:13-07:00,2025-06-24 21:13Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N665QX,2025-06-24T14:00:00,25.2,7.3,21.2,0.0,0.0,,5,0,,,,,,,,,,,
AS 2439,Alaska,2025-06-24,Departure,2025-06-24 19:23-07:00,2025-06-25 02:23Z,2025-06-24 19:47-07:00,2025-06-25 02:47Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N643QX,2025-06-24T19:00:00,21.6,9.9,16.9,0.0,0.0,,100,3,,,,,,,,,,,
AS 2152,Alaska,2025-06-24,Arrival,2025-06-24 13:03-07:00,2025-06-24 20:03Z,2025-06-24 13:22-07:00,2025-06-24 20:22Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N665QX,2025-06-24T13:00:00,25.1,7.6,22.7,0.0,0.0,,5,0,,,,,,,,,,,
AS 2438,Alaska,2025-06-24,Arrival,2025-06-24 18:43-07:00,2025-06-25 01:43Z,2025-06-24 18:45-07:00,2025-06-25 01:45Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N643QX,2025-06-24T19:00:00,21.6,9.9,16.9,0.0,0.0,,100,3,,,,,,,,,,,
AS 2364,Alaska,2025-06-24,Arrival,2025-06-25 00:09-07:00,2025-06-25 07:09Z,2025-06-24 23:50-07:00,2025-06-25 06:50Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N630QX,2025-06-25T00:00:00,19.6,14.9,27.0,0.0,0.0,,100,3,,,,,,,,,,,
AS 2067,Alaska,2025-06-25,Departure,2025-06-25 06:03-07:00,2025-06-25 13:03Z,2025-06-25 06:04-07:00,2025-06-25 13:04Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N630QX,2025-06-25T06:00:00,18.1,13.5,23.8,0.0,0.0,,92,3,,,,,,,,,,,
STT 40,STT,2025-06-25,Departure,2025-06-25 07:47-07:00,2025-06-25 14:47Z,2025-06-25 07:47-07:00,2025-06-25 14:47Z,Expected,False,KPUW,PUW,KGTF,GTF,Pilatus PC-12,N40GF,2025-06-25T08:00:00,20.6,15.2,31.7,0.0,0.0,,17,0,,,,,,,,,,,
STT 40,STT,2025-06-25,Departure,2025-06-25 13:15-07:00,2025-06-25 20:15Z,2025-06-25 13:15-07:00,2025-06-25 20:15Z,Departed,False,KPUW,PUW,KGTF,GTF,Pilatus PC-12,N40GF,2025-06-25T13:00:00,24.8,20.2,42.8,0.0,0.0,,1,0,,,,,,,,,,,
AS 2132,Alaska,2025-06-25,Departure,2025-06-25 13:40-07:00,2025-06-25 20:40Z,2025-06-25 14:18-07:00,2025-06-25 21:18Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N658QX,2025-06-25T14:00:00,25.4,19.1,42.5,0.0,0.0,,0,0,,,,,,,,,,,
AS 2439,Alaska,2025-06-25,Departure,2025-06-25 19:23-07:00,2025-06-26 02:23Z,2025-06-25 20:29-07:00,2025-06-26 03:29Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N632QX,2025-06-25T19:00:00,22.6,10.7,25.9,0.0,0.0,,100,3,,,,,,,,,,,
STT 40,STT,2025-06-25,Arrival,2025-06-25 08:31-07:00,2025-06-25 15:31Z,2025-06-25 08:31-07:00,2025-06-25 15:31Z,Expected,False,KGTF,GTF,KPUW,PUW,Pilatus PC-12,N40GF,2025-06-25T09:00:00,21.8,15.1,33.1,0.0,0.0,,26,1,,,,,,,,,,,
AS 2152,Alaska,2025-06-25,Arrival,2025-06-25 13:03-07:00,2025-06-25 20:03Z,2025-06-25 13:27-07:00,2025-06-25 20:27Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N658QX,2025-06-25T13:00:00,24.8,20.2,42.8,0.0,0.0,,1,0,,,,,,,,,,,
AS 2438,Alaska,2025-06-25,Arrival,2025-06-25 18:43-07:00,2025-06-26 01:43Z,2025-06-25 19:32-07:00,2025-06-26 02:32Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N632QX,2025-06-25T19:00:00,22.6,10.7,25.9,0.0,0.0,,100,3,,,,,,,,,,,
AS 2067,Alaska,2025-06-26,Departure,2025-06-26 06:03-07:00,2025-06-26 13:03Z,2025-06-26 06:06-07:00,2025-06-26 13:06Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N620QX,2025-06-26T06:00:00,15.7,15.1,29.2,0.0,0.0,,6,0,,,,,,,,,,,
AS 2132,Alaska,2025-06-26,Departure,2025-06-26 13:40-07:00,2025-06-26 20:40Z,2025-06-26 14:15-07:00,2025-06-26 21:15Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N636QX,2025-06-26T14:00:00,23.7,16.1,35.6,0.0,0.0,,100,3,,,,,,,,,,,
AS 2439,Alaska,2025-06-26,Departure,2025-06-26 19:23-07:00,2025-06-27 02:23Z,2025-06-26 19:29-07:00,2025-06-27 02:29Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N642QX,2025-06-26T19:00:00,21.9,13.3,27.0,0.0,0.0,,100,3,,,,,,,,,,,
AS 2364,Alaska,2025-06-26,Arrival,2025-06-26 00:09-07:00,2025-06-26 07:09Z,2025-06-26 00:05-07:00,2025-06-26 07:05Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N620QX,2025-06-26T00:00:00,18.9,10.5,20.5,0.0,0.0,,78,2,,,,,,,,,,,
AS 2152,Alaska,2025-06-26,Arrival,2025-06-26 13:03-07:00,2025-06-26 20:03Z,2025-06-26 13:24-07:00,2025-06-26 20:24Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N636QX,2025-06-26T13:00:00,23.1,15.3,34.9,0.0,0.0,,100,3,,,,,,,,,,,
AS 2438,Alaska,2025-06-26,Arrival,2025-06-26 18:43-07:00,2025-06-27 01:43Z,2025-06-26 18:31-07:00,2025-06-27 01:31Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N642QX,2025-06-26T19:00:00,21.9,13.3,27.0,0.0,0.0,,100,3,,,,,,,,,,,
AS 2364,Alaska,2025-06-26,Arrival,2025-06-27 00:09-07:00,2025-06-27 07:09Z,2025-06-26 23:48-07:00,2025-06-27 06:48Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N637QX,2025-06-27T00:00:00,17.0,17.4,30.6,0.0,0.0,,69,2,,,,,,,,,,,
AS 2067,Alaska,2025-06-27,Departure,2025-06-27 06:03-07:00,2025-06-27 13:03Z,2025-06-27 06:03-07:00,2025-06-27 13:03Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N637QX,2025-06-27T06:00:00,14.5,12.6,25.2,0.0,0.0,,99,3,,,,,,,,,,,
TTE 520,TTE,2025-06-27,Departure,2025-06-27 11:20-07:00,2025-06-27 18:20Z,2025-06-27 11:20-07:00,2025-06-27 18:20Z,Departed,False,KPUW,PUW,KGEG,GEG,Cessna 525 Citation Jet,N520DF,2025-06-27T11:00:00,18.7,20.2,40.7,0.0,0.0,,100,3,,,,,,,,,,,
AS 2132,Alaska,2025-06-27,Departure,2025-06-27 13:40-07:00,2025-06-27 20:40Z,2025-06-27 14:54-07:00,2025-06-27 21:54Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N647QX,2025-06-27T14:00:00,20.3,20.8,44.6,0.0,0.0,,90,3,,,,,,,,,,,
AS 2439,Alaska,2025-06-27,Departure,2025-06-27 19:23-07:00,2025-06-28 02:23Z,2025-06-27 20:15-07:00,2025-06-28 03:15Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N656QX,2025-06-27T19:00:00,19.9,10.4,28.8,0.0,0.0,,8,0,,,,,,,,,,,
TTE 520,TTE,2025-06-27,Arrival,2025-06-27 09:46-07:00,2025-06-27 16:46Z,2025-06-27 09:46-07:00,2025-06-27 16:46Z,Expected,False,KJAC,JAC,KPUW,PUW,Cessna 525 Citation Jet,N520DF,2025-06-27T10:00:00,18.3,19.3,40.3,0.0,0.0,,100,3,,,,,,,,,,,
AS 2152,Alaska,2025-06-27,Arrival,2025-06-27 13:03-07:00,2025-06-27 20:03Z,2025-06-27 13:55-07:00,2025-06-27 20:55Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N647QX,2025-06-27T13:00:00,20.2,22.0,45.4,0.0,0.0,,100,3,,,,,,,,,,,
AS 2438,Alaska,2025-06-27,Arrival,2025-06-27 18:43-07:00,2025-06-28 01:43Z,2025-06-27 19:24-07:00,2025-06-28 02:24Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N656QX,2025-06-27T19:00:00,19.9,10.4,28.8,0.0,0.0,,8,0,,,,,,,,,,,
AS 2364,Alaska,2025-06-27,Arrival,2025-06-28 00:09-07:00,2025-06-28 07:09Z,2025-06-27 23:51-07:00,2025-06-28 06:51Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N667QX,2025-06-28T00:00:00,16.5,11.0,22.3,0.0,0.0,,95,3,,,,,,,,,,,
AS 2067,Alaska,2025-06-28,Departure,2025-06-28 06:03-07:00,2025-06-28 13:03Z,2025-06-28 06:07-07:00,2025-06-28 13:07Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N667QX,2025-06-28T06:00:00,13.9,12.4,24.1,0.0,0.0,,22,1,,,,,,,,,,,
TTE 520,TTE,2025-06-28,Departure,2025-06-28 12:17-07:00,2025-06-28 19:17Z,2025-06-28 12:17-07:00,2025-06-28 19:17Z,Expected,False,KPUW,PUW,KJAC,JAC,Cessna 525 Citation Jet,N520DF,2025-06-28T12:00:00,21.6,16.3,37.1,0.0,0.0,,0,0,,,,,,,,,,,
TTE 520,TTE,2025-06-28,Departure,2025-06-28 13:00-07:00,2025-06-28 20:00Z,2025-06-28 13:00-07:00,2025-06-28 20:00Z,Departed,False,KPUW,PUW,KJAC,JAC,Cessna 525 Citation Jet,N520DF,2025-06-28T13:00:00,22.2,15.5,37.1,0.0,0.0,,9,0,,,,,,,,,,,
AS 2132,Alaska,2025-06-28,Departure,2025-06-28 13:40-07:00,2025-06-28 20:40Z,2025-06-28 13:58-07:00,2025-06-28 20:58Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N663QX,2025-06-28T14:00:00,22.5,14.8,35.3,0.0,0.0,,6,0,,,,,,,,,,,
AS 2439,Alaska,2025-06-28,Departure,2025-06-28 19:23-07:00,2025-06-29 02:23Z,2025-06-28 21:08-07:00,2025-06-29 04:08Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N631QX,2025-06-28T19:00:00,19.6,6.2,16.6,0.0,0.0,,2,0,,,,,,,,,,,
AS 2152,Alaska,2025-06-28,Arrival,2025-06-28 13:03-07:00,2025-06-28 20:03Z,2025-06-28 13:08-07:00,2025-06-28 20:08Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N663QX,2025-06-28T13:00:00,22.2,15.5,37.1,0.0,0.0,,9,0,,,,,,,,,,,
AS 2438,Alaska,2025-06-28,Arrival,2025-06-28 18:43-07:00,2025-06-29 01:43Z,2025-06-28 18:55-07:00,2025-06-29 01:55Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N631QX,2025-06-28T19:00:00,19.6,6.2,16.6,0.0,0.0,,2,0,,,,,,,,,,,
AS 2364,Alaska,2025-06-28,Arrival,2025-06-29 00:09-07:00,2025-06-29 07:09Z,2025-06-28 23:43-07:00,2025-06-29 06:43Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N662QX,2025-06-29T00:00:00,15.1,4.6,8.3,0.0,0.0,,0,0,,,,,,,,,,,
AS 2067,Alaska,2025-06-29,Departure,2025-06-29 06:03-07:00,2025-06-29 13:03Z,2025-06-29 06:15-07:00,2025-06-29 13:15Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N662QX,2025-06-29T06:00:00,15.1,9.0,15.5,0.0,0.0,,0,0,,,,,,,,,,,
AS 2132,Alaska,2025-06-29,Departure,2025-06-29 13:40-07:00,2025-06-29 20:40Z,2025-06-29 13:56-07:00,2025-06-29 20:56Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N657QX,2025-06-29T14:00:00,25.9,5.4,18.0,0.0,0.0,,0,0,,,,,,,,,,,
AS 2439,Alaska,2025-06-29,Departure,2025-06-29 19:23-07:00,2025-06-30 02:23Z,2025-06-29 19:35-07:00,2025-06-30 02:35Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N630QX,2025-06-29T19:00:00,22.9,7.3,14.4,0.0,0.0,,0,0,,,,,,,,,,,
AS 2152,Alaska,2025-06-29,Arrival,2025-06-29 13:03-07:00,2025-06-29 20:03Z,2025-06-29 13:06-07:00,2025-06-29 20:06Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N657QX,2025-06-29T13:00:00,25.5,4.0,16.6,0.0,0.0,,0,0,,,,,,,,,,,
AS 2438,Alaska,2025-06-29,Arrival,2025-06-29 18:43-07:00,2025-06-30 01:43Z,2025-06-29 18:26-07:00,2025-06-30 01:26Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N630QX,2025-06-29T19:00:00,22.9,7.3,14.4,0.0,0.0,,0,0,,,,,,,,,,,
AS 2364,Alaska,2025-06-29,Arrival,2025-06-30 00:09-07:00,2025-06-30 07:09Z,2025-06-29 23:44-07:00,2025-06-30 06:44Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N641QX,2025-06-30T00:00:00,16.6,6.3,10.8,0.0,0.0,,0,0,,,,,,,,,,,
AS 2067,Alaska,2025-06-30,Departure,2025-06-30 06:03-07:00,2025-06-30 13:03Z,2025-06-30 06:06-07:00,2025-06-30 13:06Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N641QX,2025-06-30T06:00:00,17.8,11.3,19.8,0.0,0.0,,0,0,,,,,,,,,,,
AS 2132,Alaska,2025-06-30,Departure,2025-06-30 13:40-07:00,2025-06-30 20:40Z,2025-06-30 13:50-07:00,2025-06-30 20:50Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N655QX,2025-06-30T14:00:00,29.5,4.8,17.6,0.0,0.0,,0,0,,,,,,,,,,,
AS 2439,Alaska,2025-06-30,Departure,2025-06-30 19:23-07:00,2025-07-01 02:23Z,2025-06-30 19:30-07:00,2025-07-01 02:30Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N665QX,2025-06-30T19:00:00,25.6,5.1,9.0,0.0,0.0,,0,0,,,,,,,,,,,
AS 2152,Alaska,2025-06-30,Arrival,2025-06-30 13:03-07:00,2025-06-30 20:03Z,2025-06-30 12:41-07:00,2025-06-30 19:41Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N655QX,2025-06-30T13:00:00,29.0,4.6,17.3,0.0,0.0,,0,0,,,,,,,,,,,
AS 2438,Alaska,2025-06-30,Arrival,2025-06-30 18:43-07:00,2025-07-01 01:43Z,2025-06-30 18:26-07:00,2025-07-01 01:26Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N665QX,2025-06-30T19:00:00,25.6,5.1,9.0,0.0,0.0,,0,0,,,,,,,,,,,
AS 2067,Alaska,2025-07-01,Departure,2025-07-01 06:03-07:00,2025-07-01 13:03Z,2025-07-01 06:09-07:00,2025-07-01 13:09Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N631QX,2025-07-01T06:00:00,19.8,9.5,15.8,0.0,0.0,,0,0,,,,,,,,,,,
AS 2132,Alaska,2025-07-01,Departure,2025-07-01 13:40-07:00,2025-07-01 20:40Z,2025-07-01 13:55-07:00,2025-07-01 20:55Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N665QX,2025-07-01T14:00:00,31.7,3.8,15.8,0.0,0.0,,0,0,,,,,,,,,,,
AS 2439,Alaska,2025-07-01,Departure,2025-07-01 19:23-07:00,2025-07-02 02:23Z,2025-07-01 19:30-07:00,2025-07-02 02:30Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N667QX,2025-07-01T19:00:00,29.1,2.0,6.8,0.0,0.0,,0,0,,,,,,,,,,,
AS 2364,Alaska,2025-07-01,Arrival,2025-07-01 00:09-07:00,2025-07-01 07:09Z,2025-07-01 00:15-07:00,2025-07-01 07:15Z,Arrived,False,KSEA,SEA,KPUW,PUW,Embraer 175,N631QX,2025-07-01T00:00:00,21.5,2.6,4.3,0.0,0.0,,0,0,,,,,,,,,,,
AS 2152,Alaska,2025-07-01,Arrival,2025-07-01 13:03-07:00,2025-07-01 20:03Z,2025-07-01 13:01-07:00,2025-07-01 20:01Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N665QX,2025-07-01T13:00:00,31.3,3.7,14.8,0.0,0.0,,1,0,,,,,,,,,,,
AS 2438,Alaska,2025-07-01,Arrival,2025-07-01 18:43-07:00,2025-07-02 01:43Z,2025-07-01 18:34-07:00,2025-07-02 01:34Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N667QX,2025-07-01T19:00:00,29.1,2.0,6.8,0.0,0.0,,0,0,,,,,,,,,,,
